Country or Area,Year,Value,Value Footnotes
Sweden,2000,29410,
Sweden,1999,27130,
Sweden,1998,25410,
Sweden,1997,24230,
Sweden,1996,23270,
Sweden,1995,22370,
Sweden,1994,21070,
Sweden,1993,19670,
Sweden,1992,19850,
Sweden,1991,20000,
Sweden,1990,19850,
Switzerland,2013,59210,
Switzerland,2012,56120,
Switzerland,2011,54760,
Switzerland,2010,54430,
Switzerland,2009,51140,
Switzerland,2008,47200,
Switzerland,2007,47720,
Switzerland,2006,46710,
Switzerland,2005,42500,
Switzerland,2004,40140,
Switzerland,2003,38820,
Switzerland,2002,37390,
Switzerland,2001,36790,
Switzerland,2000,36830,
Switzerland,1999,34430,
Switzerland,1998,33610,
Switzerland,1997,32370,
Switzerland,1996,30530,
Switzerland,1995,29680,
Switzerland,1994,28880,
Switzerland,1993,28380,
Switzerland,1992,27880,
Switzerland,1991,27650,
Switzerland,1990,27320,
Tajikistan,2013,2500,
Tajikistan,2012,2350,
Tajikistan,2011,2200,
Tajikistan,2010,2040,
Tajikistan,2009,1940,
Tajikistan,2008,1900,
Tajikistan,2007,1750,
Tajikistan,2006,1590,
Tajikistan,2005,1480,
Tajikistan,2004,1370,
Tajikistan,2003,1200,
Tajikistan,2002,1100,
Tajikistan,2001,990,
Tajikistan,2000,900,
Tajikistan,1999,840,
Tajikistan,1998,810,
Tajikistan,1997,770,
Tajikistan,1996,720,
Tajikistan,1995,890,
Tajikistan,1994,1020,
Tajikistan,1993,1310,
Tajikistan,1992,1570,
Tajikistan,1991,2210,
Tajikistan,1990,2350,
Tanzania,2013,1760,
Tanzania,2012,1640,
Tanzania,2011,1580,
Tanzania,2010,1490,
Tanzania,2009,1420,
Tanzania,2008,1370,
Tanzania,2007,1290,
Tanzania,2006,1210,
Tanzania,2005,1120,
Tanzania,2004,1050,
Tanzania,2003,970,
Tanzania,2002,920,
Tanzania,2001,860,
Tanzania,2000,820,
Tanzania,1999,780,
Tanzania,1998,750,
Tanzania,1997,730,
Tanzania,1996,720,
Tanzania,1995,680,
Tanzania,1994,660,
Tanzania,1993,650,
Tanzania,1992,650,
Tanzania,1991,650,
Tanzania,1990,640,
Thailand,2013,13430,
Thailand,2012,13430,
Thailand,2011,12340,
Thailand,2010,12020,
Thailand,2009,11080,
Thailand,2008,11310,
Thailand,2007,10840,
Thailand,2006,10040,
Thailand,2005,9230,
Thailand,2004,8650,
Thailand,2003,8020,
Thailand,2002,7470,
Thailand,2001,7130,
Thailand,2000,6970,
Thailand,1999,6510,
Thailand,1998,6170,
Thailand,1997,6960,
Thailand,1996,7040,
Thailand,1995,6630,
Thailand,1994,6000,
Thailand,1993,5440,
Thailand,1992,4900,
Thailand,1991,4510,
Thailand,1990,4070,
Timor-Leste,2012,7670,
Timor-Leste,2011,8160,
Timor-Leste,2010,6140,
Timor-Leste,2009,5000,
Timor-Leste,2008,6700,
Timor-Leste,2007,4290,
Timor-Leste,2006,3040,
Timor-Leste,2005,1960,
Timor-Leste,2004,1590,
Timor-Leste,2003,1600,
Timor-Leste,2002,1950,
Timor-Leste,2001,1750,
Timor-Leste,2000,1680,
Togo,2013,1180,
Togo,2012,1140,
Togo,2011,1080,
Togo,2010,1060,
Togo,2009,1050,
Togo,2008,1030,
Togo,2007,1140,
Togo,2006,1110,
Togo,2005,1060,
Togo,2004,1040,
Togo,2003,1020,
Togo,2002,980,
Togo,2001,990,
Togo,2000,1010,
Togo,1999,1020,
Togo,1998,1020,
Togo,1997,1050,
Togo,1996,930,
Togo,1995,840,
Togo,1994,770,
Togo,1993,690,
Togo,1992,820,
Togo,1991,860,
Togo,1990,860,
Tonga,2013,5450,
Tonga,2012,5370,
Tonga,2011,5210,
Tonga,2010,4930,
Tonga,2009,4790,
Tonga,2008,4630,
Tonga,2007,4540,
Tonga,2006,4620,
Tonga,2005,4500,
Tonga,2004,4340,
Tonga,2003,4200,
Tonga,2002,4090,
Tonga,2001,3860,
Tonga,2000,3700,
Tonga,1999,3590,
Tonga,1998,3450,
Tonga,1997,3280,
Tonga,1996,3240,
Tonga,1995,3170,
Tonga,1994,3080,
Tonga,1993,2780,
Tonga,1992,2630,
Tonga,1991,2580,
Tonga,1990,2370,
Trinidad and Tobago,2013,26220,
Trinidad and Tobago,2012,25500,
Trinidad and Tobago,2011,24990,
Trinidad and Tobago,2010,27220,
Trinidad and Tobago,2009,26920,
Trinidad and Tobago,2008,28350,
Trinidad and Tobago,2007,27010,
Trinidad and Tobago,2006,25080,
Trinidad and Tobago,2005,21580,
Trinidad and Tobago,2004,20210,
Trinidad and Tobago,2003,17760,
Trinidad and Tobago,2002,15410,
Trinidad and Tobago,2001,13990,
Trinidad and Tobago,2000,12960,
Trinidad and Tobago,1999,12210,
Trinidad and Tobago,1998,11580,
Trinidad and Tobago,1997,10530,
Trinidad and Tobago,1996,9850,
Trinidad and Tobago,1995,9350,
Trinidad and Tobago,1994,8880,
Trinidad and Tobago,1993,8560,
Trinidad and Tobago,1992,8440,
Trinidad and Tobago,1991,8430,
Trinidad and Tobago,1990,8030,
Tunisia,2013,10610,
Tunisia,2012,10310,
Tunisia,2011,9720,
Tunisia,2010,9680,
Tunisia,2009,9390,
Tunisia,2008,8990,
Tunisia,2007,8540,
Tunisia,2006,7980,
Tunisia,2005,7360,
Tunisia,2004,7010,
Tunisia,2003,6540,
Tunisia,2002,6100,
Tunisia,2001,5970,
Tunisia,2000,5650,
Tunisia,1999,5360,
Tunisia,1998,5050,
Tunisia,1997,4810,
Tunisia,1996,4500,
Tunisia,1995,4210,
Tunisia,1994,4050,
Tunisia,1993,3890,
Tunisia,1992,3860,
Tunisia,1991,3590,
Tunisia,1990,3440,
Turkey,2013,18800,
Turkey,2012,18020,
Turkey,2011,17820,
Turkey,2010,16040,
Turkey,2009,14520,
Turkey,2008,15000,
Turkey,2007,13870,
Turkey,2006,12890,
Turkey,2005,11390,
Turkey,2004,10150,
Turkey,2003,8760,
Turkey,2002,8630,
Turkey,2001,8520,
Turkey,2000,9180,
Turkey,1999,8190,
Turkey,1998,8630,
Turkey,1997,6190,
Turkey,1996,5730,
Turkey,1995,5310,
Turkey,1994,4890,
Turkey,1993,5200,
Turkey,1992,4770,
Turkey,1991,4470,
Turkey,1990,4360,
Turkmenistan,2013,12920,
Turkmenistan,2012,11050,
Turkmenistan,2011,10060,
Turkmenistan,2010,8990,
Turkmenistan,2009,8440,
Turkmenistan,2008,8070,
Turkmenistan,2007,7170,
Turkmenistan,2006,6360,
Turkmenistan,2005,5390,
Turkmenistan,2004,4940,
Turkmenistan,2003,4640,
Turkmenistan,2002,4380,
Turkmenistan,2001,4340,
Turkmenistan,2000,3980,
Turkmenistan,1999,3970,
Turkmenistan,1998,3450,
Turkmenistan,1997,3300,
Turkmenistan,1996,3620,
Turkmenistan,1995,3400,
Turkmenistan,1994,3770,
Turkmenistan,1993,4450,
Tuvalu,2013,5260,
Tuvalu,2012,5160,
Tuvalu,2011,5120,
Tuvalu,2010,5050,
Tuvalu,2009,5620,
Tuvalu,2008,5430,
Tuvalu,2007,5420,
Tuvalu,2006,4620,
Tuvalu,2005,4570,
Tuvalu,2004,4590,
Tuvalu,2003,4130,
Tuvalu,2002,5890,
Tuvalu,2001,4750,
Uganda,2013,1470,
Uganda,2012,1320,
Uganda,2011,1310,
Uganda,2010,1240,
Uganda,2009,1200,
Uganda,2008,1150,
Uganda,2007,1070,
Uganda,2006,990,
Uganda,2005,890,
Uganda,2004,840,
Uganda,2003,800,
Uganda,2002,760,
Uganda,2001,710,
Uganda,2000,690,
Uganda,1999,680,
Uganda,1998,640,
Uganda,1997,630,
Uganda,1996,600,
Uganda,1995,560,
Uganda,1994,500,
Uganda,1993,480,
Uganda,1992,440,
Uganda,1991,440,
Uganda,1990,410,
Ukraine,2013,8970,
Ukraine,2012,8670,
Ukraine,2011,8170,
Ukraine,2010,7580,
Ukraine,2009,7120,
Ukraine,2008,8360,
Ukraine,2007,7920,
Ukraine,2006,7100,
Ukraine,2005,6400,
Ukraine,2004,5990,
Ukraine,2003,5170,
Ukraine,2002,4580,
Ukraine,2001,4230,
Ukraine,2000,3700,
Ukraine,1999,3390,
Ukraine,1998,3350,
Ukraine,1997,3370,
Ukraine,1996,3380,
Ukraine,1995,3650,
Ukraine,1994,4080,
Ukraine,1993,5060,
Ukraine,1992,5910,
Ukraine,1991,6550,
Ukraine,1990,6950,
United Arab Emirates,2012,59890,
United Arab Emirates,2011,56390,
United Arab Emirates,2010,55750,
United Arab Emirates,2009,60060,
United Arab Emirates,2008,71000,
United Arab Emirates,2007,80800,
United Arab Emirates,2006,89640,
United Arab Emirates,2005,92560,
United Arab Emirates,2004,95910,
United Arab Emirates,2003,92030,
United Arab Emirates,2002,87440,
United Arab Emirates,2001,90030,
United Kingdom,2013,38160,
United Kingdom,2012,36830,
United Kingdom,2011,37050,
United Kingdom,2010,36320,
United Kingdom,2009,36480,
United Kingdom,2008,37820,
United Kingdom,2007,37740,
United Kingdom,2006,37230,
United Kingdom,2005,35320,
United Kingdom,2004,33640,
United Kingdom,2003,31650,
United Kingdom,2002,30440,
United Kingdom,2001,28960,
United Kingdom,2000,27520,
United Kingdom,1999,25100,
United Kingdom,1998,24800,
United Kingdom,1997,23730,
United Kingdom,1996,22090,
United Kingdom,1995,20800,
United Kingdom,1994,19830,
United Kingdom,1993,18400,
United Kingdom,1992,17450,
United Kingdom,1991,16770,
United Kingdom,1990,16470,
United States,2013,53750,
United States,2012,52220,
United States,2011,50600,
United States,2010,49040,
United States,2009,47490,
United States,2008,48970,
United States,2007,48480,
United States,2006,46660,
United States,2005,44620,
United States,2004,42230,
United States,2003,39910,
United States,2002,38330,
United States,2001,37460,
United States,2000,36580,
United States,1999,34720,
United States,1998,33020,
United States,1997,31660,
United States,1996,30190,
United States,1995,28890,
United States,1994,27870,
United States,1993,26590,
United States,1992,25610,
United States,1991,24530,
United States,1990,24090,
Upper middle income,2013,13412,
Upper middle income,2012,12716,
Upper middle income,2011,11918,
Upper middle income,2010,11024,
Upper middle income,2009,10167,
Upper middle income,2008,9817,
Upper middle income,2007,9081,
Upper middle income,2006,8127,
Upper middle income,2005,7249,
Upper middle income,2004,6564,
Upper middle income,2003,5960,
Upper middle income,2002,5561,
Upper middle income,2001,5286,
Upper middle income,2000,5049,
Upper middle income,1999,4699,
Upper middle income,1998,4557,
Upper middle income,1997,4368,
Upper middle income,1996,4107,
Upper middle income,1995,3856,
Upper middle income,1994,3684,
Upper middle income,1993,3461,
Upper middle income,1992,3168,
Upper middle income,1991,2983,
Upper middle income,1990,2795,
Uruguay,2013,18940,
Uruguay,2012,17990,
Uruguay,2011,17040,
Uruguay,2010,15540,
Uruguay,2009,14270,
Uruguay,2008,13950,
Uruguay,2007,12910,
Uruguay,2006,11830,
Uruguay,2005,10970,
Uruguay,2004,9740,
Uruguay,2003,9050,
Uruguay,2002,9220,
Uruguay,2001,9760,
Uruguay,2000,9950,
Uruguay,1999,9960,
Uruguay,1998,10000,
Uruguay,1997,9530,
Uruguay,1996,8640,
Uruguay,1995,8080,
Uruguay,1994,8070,
Uruguay,1993,7430,
Uruguay,1992,7110,
Uruguay,1991,6450,
Uruguay,1990,6000,
Uzbekistan,2013,5290,
Uzbekistan,2012,4910,
Uzbekistan,2011,4590,
Uzbekistan,2010,4220,
Uzbekistan,2009,3950,
Uzbekistan,2008,3810,
Uzbekistan,2007,3420,
Uzbekistan,2006,2930,
Uzbekistan,2005,2700,
Uzbekistan,2004,2470,
Uzbekistan,2003,2240,
Uzbekistan,2002,2130,
Uzbekistan,2001,2030,
Uzbekistan,2000,1940,
Uzbekistan,1999,1860,
Uzbekistan,1998,1780,
Uzbekistan,1997,1710,
Uzbekistan,1996,1640,
Uzbekistan,1995,1620,
Uzbekistan,1994,1630,
Uzbekistan,1993,1710,
Uzbekistan,1992,1750,
Vanuatu,2013,2870,
Vanuatu,2012,2820,
Vanuatu,2011,2820,
Vanuatu,2010,2800,
Vanuatu,2009,2760,
Vanuatu,2008,2810,
Vanuatu,2007,2530,
Vanuatu,2006,2420,
Vanuatu,2005,2170,
Vanuatu,2004,2080,
Vanuatu,2003,2000,
Vanuatu,2002,1940,
Vanuatu,2001,2130,
Vanuatu,2000,2130,
Vanuatu,1999,2070,
Vanuatu,1998,2040,
Vanuatu,1997,1810,
Vanuatu,1996,1750,
Vanuatu,1995,1770,
Vanuatu,1994,1650,
Vanuatu,1993,1680,
Vanuatu,1992,1550,
Vanuatu,1991,1560,
Vanuatu,1990,1690,
"Venezuela, RB",2013,17900,
"Venezuela, RB",2012,17490,
"Venezuela, RB",2011,16580,
"Venezuela, RB",2010,15940,
"Venezuela, RB",2009,16330,
"Venezuela, RB",2008,17230,
"Venezuela, RB",2007,16490,
"Venezuela, RB",2006,14760,
"Venezuela, RB",2005,13140,
"Venezuela, RB",2004,11530,
"Venezuela, RB",2003,9710,
"Venezuela, RB",2002,10490,
"Venezuela, RB",2001,11700,
"Venezuela, RB",2000,11330,
"Venezuela, RB",1999,10850,
"Venezuela, RB",1998,11450,
"Venezuela, RB",1997,11500,
"Venezuela, RB",1996,10900,
"Venezuela, RB",1995,10940,
"Venezuela, RB",1994,10450,
"Venezuela, RB",1993,10750,
"Venezuela, RB",1992,10710,
"Venezuela, RB",1991,10290,
"Venezuela, RB",1990,9250,
Vietnam,2013,5070,
Vietnam,2012,4800,
Vietnam,2011,4510,
Vietnam,2010,4230,
Vietnam,2009,3950,
Vietnam,2008,3810,
Vietnam,2007,3580,
Vietnam,2006,3310,
Vietnam,2005,3050,
Vietnam,2004,2780,
Vietnam,2003,2550,
Vietnam,2002,2370,
Vietnam,2001,2220,
Vietnam,2000,2070,
Vietnam,1999,1920,
Vietnam,1998,1830,
Vietnam,1997,1740,
Vietnam,1996,1610,
Vietnam,1995,1470,
Vietnam,1994,1320,
Vietnam,1993,1190,
Vietnam,1992,1100,
Vietnam,1991,990,
Vietnam,1990,910,
West Bank and Gaza,2012,5300,
West Bank and Gaza,2011,4670,
West Bank and Gaza,2010,4350,
West Bank and Gaza,2009,4350,
West Bank and Gaza,2008,3770,
West Bank and Gaza,2007,4160,
West Bank and Gaza,2006,4180,
West Bank and Gaza,2005,4300,
West Bank and Gaza,2004,3780,
West Bank and Gaza,2003,3500,
West Bank and Gaza,2002,3220,
West Bank and Gaza,2001,3360,
West Bank and Gaza,2000,3720,
West Bank and Gaza,1999,4370,
West Bank and Gaza,1998,3740,
West Bank and Gaza,1997,2920,
West Bank and Gaza,1996,2390,
West Bank and Gaza,1995,2310,
West Bank and Gaza,1994,2190,
World,2013,14338,
World,2012,13842,
World,2011,13355,
World,2010,12702,
World,2009,12073,
World,2008,12088,
World,2007,11570,
World,2006,10797,
World,2005,9945,
World,2004,9305,
World,2003,8700,
World,2002,8308,
World,2001,8050,
World,2000,7772,
World,1999,7329,
World,1998,7084,
World,1997,6918,
World,1996,6620,
World,1995,6339,
World,1994,6103,
World,1993,5869,
World,1992,5665,
World,1991,5505,
World,1990,5326,
"Yemen, Rep.",2013,3820,
"Yemen, Rep.",2012,3690,
"Yemen, Rep.",2011,3490,
"Yemen, Rep.",2010,4200,
"Yemen, Rep.",2009,4180,
"Yemen, Rep.",2008,3990,
"Yemen, Rep.",2007,3900,
"Yemen, Rep.",2006,3710,
"Yemen, Rep.",2005,3460,
"Yemen, Rep.",2004,3250,
"Yemen, Rep.",2003,3160,
"Yemen, Rep.",2002,3110,
"Yemen, Rep.",2001,3060,
"Yemen, Rep.",2000,2930,
"Yemen, Rep.",1999,2740,
"Yemen, Rep.",1998,2780,
"Yemen, Rep.",1997,2580,
"Yemen, Rep.",1996,2490,
"Yemen, Rep.",1995,2540,
"Yemen, Rep.",1994,2520,
"Yemen, Rep.",1993,2430,
"Yemen, Rep.",1992,2390,
"Yemen, Rep.",1991,2250,
"Yemen, Rep.",1990,2210,
Zambia,2013,3810,
Zambia,2012,3690,
Zambia,2011,3380,
Zambia,2010,3150,
Zambia,2009,3040,
Zambia,2008,2690,
Zambia,2007,2430,
Zambia,2006,2290,
Zambia,2005,2160,
Zambia,2004,2020,
Zambia,2003,1960,
Zambia,2002,1830,
Zambia,2001,1760,
Zambia,2000,1670,
Zambia,1999,1600,
Zambia,1998,1530,
Zambia,1997,1570,
Zambia,1996,1530,
Zambia,1995,1440,
Zambia,1994,1400,
Zambia,1993,1520,
Zambia,1992,1390,
Zambia,1991,1390,
Zambia,1990,1420,
Zimbabwe,2013,1690,
Zimbabwe,2012,1640,
Zimbabwe,2011,1490,
Zimbabwe,2010,1420,
Zimbabwe,2009,1380,
Zimbabwe,2008,1110,
Zimbabwe,2007,1380,
Zimbabwe,2006,1410,
Zimbabwe,2005,1430,
Zimbabwe,2004,1470,
Zimbabwe,2003,1540,
Zimbabwe,2002,1820,
Zimbabwe,2001,1960,
Zimbabwe,2000,1890,
Zimbabwe,1999,1930,
Zimbabwe,1998,1920,
Zimbabwe,1997,1900,
Zimbabwe,1996,1870,
Zimbabwe,1995,1680,
Zimbabwe,1994,1680,
Zimbabwe,1993,1540,
Zimbabwe,1992,1520,
Zimbabwe,1991,1680,
Zimbabwe,1990,1590,
,,,
footnoteSeqID,Footnote,,
2,Data series will be calculated once ongoing revisions to official statistics reported by the National Statistics and Censuses Institute of Argentina have been finalized.,,
3,"Excludes South Sudan after July 9, 2011.",,
